stencil,orientation,invoice_number,cone_size,number_of_lines,misc_info,date_of_inventory,silkscreen,warehouse
DAVIE POLICE,HRZ,166140,"36""",2 LINE,,2023-12-19,,TX
DORAL P&R,VER,166298,"28""",,,2024-01-03,,TX
DYNETEK SOLUTIONS logo,HRZ,168433,"28""",,,2024-03-12,,TX
D S P,VER,168541,"36""",,,2024-03-14,,TX
DRAINAGE,HRZ,168662,"28"" SLIM",,,2024-03-19,,TX
Dallas Valet logo,HRZ,169216,"18""",,CONVERTED FROM OLD WOOD FRAME SCREEN,2024-04-03,,TX
DAVIE POLICE,HRZ,173467,"18""",,OES font,2024-08-12,,TX
DWG DPS,HRZ,175036,"18""",,,2024-09-26,,TX
DTB,HRZ,177569,"28""",,,2024-12-20,,TX
DFA,HRZ,180864,"28""",,OES font,2025-04-08,,TX
DME,HRZ,183020,"28""",,"3""Letters",2025-06-05,,TX
DPD NW,HRZ,400468,"28"" SLIM",,,2025-08-15,,TX
DKPD,VER,400493,"28""",,,2025-08-19,,TX
DROP ZONE,HRZ,400487,"28""",2 LINE,,2025-08-21,,TX
E.C.T.,HRZ,,,,,,,TX
EAS,HRZ,,,,,,,TX
ENVIROMENTAL HEALTH/WRP,HRZ,S7676,,,,,,TX
EFL,VER,S8977,"18""",,,,,TX
ENNIS WATER UTILITIES,VER,S10961,"18""",,,2011-09-23,,TX
EPEC,HRZ,S10985,"28""",,,2011-10-03,,TX
EASTMAN,HRZ,S11917,,,,2012-06-20,,TX
ENTERPRISE SEWER DEPT.,HRZ,S12044,,,,2012-07-26,,TX
EMEPA,HRZ,S12277,,,,2012-09-20,,TX
East FWPD,HRZ,S13850,,2-LINE,,2013-09-06,,TX
E.C.P.W.,HRZ,S14479,,,,2014-01-24,,TX
ELECTIONS,VER,S15690,,,,2014-08-18,,TX
EMANUEL,VER,S15734,,,,2014-08-22,,TX
ENGLEWOOD HULLS WATER,HRZ,S16128,,3-LINE,,2015-01-12,,TX
EWS,VER,S20642,"28""",,,2016-11-17,,TX
EAPD,HRZ,S23083,"18""",,,2017-09-06,,TX
ER,HRZ,S23410,"18""",,,2017-10-16,,TX
EWING SIGNAL,HRZ,S24868,"28""",2-LINE,,2018-03-02,,TX
ELKHART CO HWY,HRZ,S25160,"28""",2-LINE,,2018-03-27,,TX
EVENTS,HRZ,S25331,"28""",,VER PLACEMENT ON CONE,2018-04-16,,TX
EDI,HRZ,104562,"18"" & 28""",,1 STENCIL TO FIT BOTH STENCILS,2018-10-26,,TX
EXCLUSION,VER,106918,"36""",,,2019-01-21,,TX
EXPORT READY,VER,107252,"18""",,,2019-01-30,,TX
EXCLUSION,VER,109587,"36""",,,2019-04-01,,TX
EPCOT PARKING,HRZ,112595,"36""",2 LINE,TRANSFER FROM NJ ORDERED AS SILKSCREEN,2019-06-12,,TX
EMORY TPS,HRZ,112895,"28""",,,2019-06-19,,TX
E.S.D.,HRZ,19698,"28""",,,2019-12-12,,TX
ELECTIONS DEPT,HRZ,120233,"18""",2 LINE,,2020-01-07,,TX
ECSO,HRZ,121084,"28""",,,2020-01-30,,TX
EPCSO 2020,HRZ,121134,"18""",2 LINE,,2020-01-31,,TX
EPCSO 2020,HRZ,121134,"28""",2 LINE,,2020-01-31,,TX
EPCSO 2020,HRZ,121134,"36""",2 LINE,,2020-01-31,,TX
EPD,VER,120620,"28""",,MADE AS SILKSCREEN,2020-01-17,,TX
ESD3,HRZ,123015,"18""",,,2020-03-17,,TX
EXPORT READY,VER,124871,"18""",,,2020-05-12,,TX
ELECTRIC,HRZ,128332,"28""",,,2020-08-04,,TX
ELLIS CONTRACTING,HRZ,129516,"28""",2 LINE,ORDERED AS SILKSCREEN,2020-09-08,,TX
E-O CONV,HRZ,131644,"18""",,,2020-11-02,,TX
ER JCC,HRZ,139683,"18""",2 LINE,,2021-05-28,,TX
ERATH PCT 3,HRZ,145758,"28""",2 LINE,,2021-12-09,,TX
EC PARKING,HRZ,146060,"36""",2 LINE,ORDERED AS SILKSCREEN,2021-12-17,,TX
EXPRESS CAR WASH LAYOUT,HRZ,TS25502,"18""",,ORDERED AS SILKSCREEN,2018-04-24,,TX
ELITE EVENTS WINGS LAYOUT,HRZ,TS24915,"36""",,ORDERED AS SILKSCREEN,2018-03-07,,TX
EUTAW LOGO,,121148,"28""",,ORDERED AS SILKSCREEN,2020-01-31,,TX
EMERSON LOGO,,120803,"18""",,ORDERED AS SILKSCREEN,2020-01-23,,TX
ECSI LOGO,HRZ,104666,"28""",,ORDERED AS SILKSCREEN,2018-10-30,,TX
360 ENGLEWOOD AVE,HRZ,102074,"28""",,ORDERED AS SILKSCREEN STENCIL FONT,2018-08-21,,TX
EPLUS BROADBAND LOGO,HRZ,102022,"28""",,ORDERED AS SILKSCREEN,2018-08-23,,TX
EMERGENCY MANAGEMENT CORAL SPRINGS,,132268,"36""",,ORDERED AS SILKSCREEN,2020-11-18,,TX
EWEB,HRZ,153079,"28""",,,2022-09-14,,TX
EVS VALET,VER,156753,A-TOP,,,2023-02-16,,TX
ENGINE CONE,VER,156774,D-TOP,,,2023-02-16,,TX
EQUIX (logo),HRZ,162614,"36""",,ORDERED AS SILKSCREEN,2023-08-18,,TX
ERT,HRZ,163216,"18""",,,2023-09-06,,TX
EWWS,VER,165428,"18""",,,2023-11-22,,TX
EAST POINT GEORGIA ED DEPT logo,HRZ,172108,"36""",,ORDERED AS SILKSCREEN,2024-06-27,,TX
EPD,HRZ,178858,"18""",,OES FONT,2025-02-11,,TX
EMS WORKERS ABOVE Everclear Maintenance Solutions logo,HRZ,178943,"36""",,ORDERED AS SILKSCREEN,2025-02-14,,TX
ELSA ENGLAND,VER,179223,A-TOP,,OES FONT,2025-02-24,,TX
ENJOY JESUS,HRZ,179718,"28""",,"TO GO WITH ""STONEGATE CHURCH"" logo",2025-03-10,,TX
ELITE VALET,HRZ,179853,"18""",,OES FONT,2025-03-13,,TX
ELECNOR BELCO,HRZ,181538,"28"" SLIM",,,2025-04-24,,TX
EXCELL ELCTRIC,HRZ,183270,"28"" SLIM",,,2025-06-13,,TX
FLASHER EQUIPMENT,HRZ,,,,,,,TX
FUGRO,HRZ,,,,,,,TX
FWSW,HRZ,,,,,,,TX
FW BG,HRZ,,,,,,,TX
FWFD,VER,,,,,,,TX
FL-102-0516,VER,,,,,,,TX
FL-102-0517,VER,,,,,,,TX
FWWD,VER,,,,,,,TX
FWCC,VER,,,,,,,TX
FWWD,VER,S8700,,,,,,TX
FL-102-0517,VER,,,,,2010-05-04,,TX
FWWD,VER,S9847,,,,2010-12-10,,TX
FWSWM,HRZ,S10843,,,,2011-08-26,,TX
FAIR PARK,HRZ,S11476,,2-LINE,,2012-02-29,,TX
FW-ND,HRZ,S13342,,,,2013-05-28,,TX
FWPD TRAFFIC DIVISION,HRZ,S13580,,3-LINE,,2013-09-10,,TX
FWPD,HRZ,S13955,,,,2013-10-04,,TX
FAY W/S,HRZ,S14195,,2-LINE,,2013-11-12,,TX
FRWY LIGHTINH,HRZ,S14981-1,,2-LINE,,2014-05-19,,TX
FXF DDC,HRZ,S15430,"18""",2-LINE,,2014-07-08,,TX
FHPD,VER,S19762,"18""",,,2016-07-07,,TX
FSC,HRZ,S19751,"36""",,TRANSFER FROM NJ,2016-07-07,,TX
FRISCO PD,HRZ,S19843,,2-LINE,,2016-07-19,,TX
FUTURE,HRZ,S20162,"28""",,,2016-09-09,,TX
FLAG PROS,HRZ,S20265,"28""",2-LINE,"USED ""STENCIL"" FONT",2016-09-23,,TX
FWD,,,"28""",,SLIM CONE,2017-01-10,,TX
F.V.F.D,HRZ,S21025,"28""",,,2017-01-18,,TX
FUTURE TELECOM,HRZ,S21354,"28""",2-LINE,,2017-02-27,,TX
FRISCO STREET DEPT,HRZ,S24271,"28""",3-LINE,,2018-01-04,,TX
FLAGGER FORCE,HRZ,S24255,"36""",2-LINE,TRANSFER FROM NJ,2018-01-04,,TX
FWPD,HRZ,S24294,"28""",2-LINE,,2018-01-05,,TX
FWPD SEER,HRZ,S24485,"28""",2-LINE,,2018-01-26,,TX
FRIEND,VER,S25114,"28""",,,2018-03-20,,TX
FSP,HRZ,S25386,"28""",,,2018-04-16,,TX
FKEC,HRZ,S2522,"36""",,,2018-04-26,,TX
FDOT 590,VER,S25666,"36""",,,2018-05-09,,TX
FPS,HRZ,S26030,"28""",,,2018-06-05,,TX
FANNIN COUNTY PUBLIC WORKS,HRZ,S26240,"28""",4-LINE,,2018-06-25,,TX
FCC,HRZ,101583,"36""",,,2018-08-07,,TX
FIRE LANE,VER,102206,"28""",,,2018-08-23,,TX
FIRE LANE,VER,102206,"28""",,REVISED,2018-08-29,,TX
FLPD,HRZ,103339,"36""",,,2018-09-25,,TX
FTTC,HRZ,103284,"36""",,CONVERTED TO SILKSCREEN 113114 7/15,2018-09-25,,TX
FLAGGER HERE,HRZ,104106,"28""",2-LINE,,2018-10-12,,TX
FINAL QC,VER,107252,"18""",,,2019-01-30,,TX
FHPD,HRZ,107424,"28""",,,2019-02-04,,TX
FRANKLIN TELEPHONE COMPANY,HRZ,108661,"18""",3 LINE,"1 TO FIT BOTH 18"" & 28""",2019-03-07,,TX
FWPD SEER,HRZ,111827,"28""",2 LINE,,2019-05-22,,TX
FPC-TX ERT,HRZ,118497,"18""",2 LINE,,2019-11-06,,TX
FDOT 590,HRZ,125214,"36""",2 LINE,ORDERED AS SILKSCREEN,2020-05-21,,TX
FORT PIERCE PARKS AND GROUNDS,HRZ,124797,"36""",3 LINE,ORDERED AS SILKSCREEN,2020-05-08,,TX
FCC,VER,125561,"36""",,TRANSFER FROM NJ,2020-05-28,,TX
F P U A,HRZ,127752,"36""",,TRANSFER FROM NJ,2020-07-21,,TX
FDOT,HRZ,127857,"36""",,ORDERED AS SILKSCREEN,2020-07-23,,TX
FRESH START LTD,HRZ,131487,"28""",3 LINE,,2020-10-28,,TX
FAC MNT,VER,133670,"28""",,ORDERED AS SILKSCREEN,2021-01-07,,TX
FERROVIAL,HRZ,138935,"36""",,,2021-05-12,,TX
FPU,HRZ,139769,"36""",,,2021-06-02,,TX
FTCI,HRZ,140384,"28""",,Sent file to Tx with OES font 09/18/24 SO# 174730,2021-06-18,,TX
FrontLine,HRZ,144250,"28""",,ORDERED AS SILKSCREEN,2021-10-18,,TX
FUTURE INFRSTUCTURE A PRIMORIS COMPANY,HRZ,145755,"28""",,,2021-12-10,,TX
FLOWER MOUND PW,HRZ,145961,"28""",,ORDERED AS SILKSCREEN,2021-12-15,,TX
F&G LANDSCAPE LOGO,,139650,"28""",,ORDERED AS SILKSCREEN,2021-05-28,,TX
FIRST IMPRESSIONS VALET,HRZ,,,,ORDERED AS SILKSCREEN,,,TX
FAYETTEVILLE UTILITIES LAYOUT,HRZ,TS23027,,,ORDERED AS SILKSCREEN,2017-09-01,,TX
FUTURE INFRASTRUCTURE LOGO,,129718,"28""",,ORDERED AS SILKSCREEN,2020-09-14,,TX
FUTURE TELECOM,HRZ,107127,"28""",,ORDERED AS SILKSCREEN,2019-01-28,,TX
FIRST BAPTIST ORLANDO,HRZ,TS25747,,,ORDERED AS SILKSCREEN,2018-05-11,,TX
FLASHER EQUIP LAYOUT,HRZ,TS25090,"28"" Slim",,ORDERED AS SILKSCREEN,2018-03-20,,TX
FTBG LOGO,,123362,"18""&28""",,ORDERED AS SILKSCREEN,2020-03-30,,TX
FIRST UNIT LOGO,,109732,"28""",,ORDERED AS SILKSCREEN,2019-04-03,,TX
FLORIDA HEALTH LOGO,,132701,"28""",,ORDERED AS SILKSCREEN,2020-12-01,,TX
FSDBPD,VER,147972,"36""",,,2022-03-08,,TX
F P U A,HRZ,148295 148546,"36""",,CONVERTED TO SILK SILKSCREEN,,,TX
FLAGGER FORCE,HRZ,151210,"36""",2 LINE,CONVERTED TO SILK SILKSCREEN,2022-07-12,,TX
FWWD,HRZ,,"28""",,CONVERTED TO SILK SILKSCREEN,2022-11-07,,TX
F.M. TRAFFIC,HRZ,156226,"28"" SLIM",2 LINE,,2023-01-30,,TX
FCWS,HRZ,157702,"28""",,,2023-03-21,,TX
FLOW,HRZ,163335,"28""",,,2023-09-11,,TX
"Fibre Link ""logo""",HRZ,163660,"36""",,,2023-09-19,,TX
FORTUNE BUILDING GROUP star logo,HRZ,164965,"28""",,ORDERED AS SILKSCREEN,2023-11-01,,TX
FORT MYERS BEACH,HRZ,165825,"36""",3 LINE,OES Font,2023-12-07,,TX
FTM,VER,170571,"36""",,OES Font,2024-05-14,,TX
FULSHEAR PUBLIC WORKS logo,HRZ,174199,"28""",,ORDERED AS SILKSCREEN,2024-09-03,,TX
FAIRBURN WATER,HRZ,177772,"18""",2 LINE,,2025-01-07,,TX
FORTS LOGISTICS,HRZ,178574,"36""",,ORDERED AS SILKSCREEN,2025-02-04,,TX
FSG,HRZ,179036,"36""",,ORDERED AS SILKSCREEN OES font,2025-02-19,,TX
FOOD TRUCK PROMOTIONS,HRZ,181288,"28""",2 LINE,OES Font,2025-04-16,,TX
FS&L,HRZ,182466,"36""",,ORDERED AS SILKSCREEN,2025-05-20,,TX
FM TRAFFIC,HRZ,400408,"28"" Slim",2 LINE,,2024-08-11,,TX
GRAPEVINE TRAFFIC OPERATIOS,HRZ,,,,,,,TX
GPARD,HRZ,,,,,,,TX
GSMC SECURITY,HRZ,,,,,,,TX
GP STREETS,HRZ,,,,,,,TX
GRADY EMC,HRZ,,,,,2010-05-12,,TX
GCPMSC,VER,S10203,"18""",,,2011-03-21,,TX
GPARD,VER,S10270,,,,2011-04-11,,TX
GEM,HRZ,S10390,,,,2011-05-10,,TX
GTI (with linesmen),HRZ,S11169,,,CONVERTED TO SILKSCREEN 8/21/19,2011-11-23,,TX
GP WATER,HRZ,S11690,,,,2012-04-23,,TX
GOODWIN & GOODWIN,HRZ,S13413,,,,2013-06-11,,TX
GDOT,VER,S13453,,,CONVERTED TO SILKSCREEN 4/24/20 124240,2013-06-19,,TX
GCPMSC,VER,S13749,,,,2016-08-19,,TX
G.O.A.L. GET OUT AND LOOK,HRZ,S14784,,,,2014-03-19,,TX
GREENWAY PLAZA,HRZ,S15653,,2-LINE,,2014-08-18,,TX
GREENWAY PLAZA TRAFFIC,HRZ,S15979,,3-LINE,,2014-10-17,,TX
GP STREETS,HRZ,S16712,"28""",,,2014-02-25,,TX
GATEWAY CHURCH,HRZ,S16743,"28""",,,2015-03-04,,TX
GPPD,HRZ,S17611,,,,2015-07-22,,TX
GFM,HRZ,S21481,"28""",,"2.5"" LETTERS",2017-03-14,,TX
GAC,HRZ,S23142,"36""",,TRANSFER FROM NJ,2017-09-13,,TX
GENERAL ASPHALT,HRZ,S24088,,2-LINE,TRANSFER FROM NJ CONVERTED TO SILKSCREEN 9/4/20 129517,2017-12-08,,TX
GGP,,S24292,"28""",,1 HRZ AND 1 VER,2018-01-08,,TX
GAT,VER,S24748,"36""",,TRANSFER FROM NJ,2018-02-28,,TX
G.C.T.E.,HRZ,S25314,"36""",,TRANSFER FROM NJ,2018-04-11,,TX
GASTONIA-SCURRY S.U.D 972-452-3388,HRZ,S25352,"28""",3-LINE,,2018-04-27,,TX
GAC,VER,S25910,"36""",,,2018-05-25,,TX
GAC (DOUBLE UNDERLINED),HRZ,100573,"36""",3-LINE,,2018-07-12,,TX
GGCPD,HRZ,101548,"36""",,,2018-08-06,,TX
GRIDSOURCE,HRZ,102325,"28""",,CONVERTED TO SILKSCREEN 7/30/19 114359,2018-08-29,,TX
GCC,VER,103469,"36""",,CONVERTED TO SILKSCREEN 3/6/20 122526,2018-09-27,,TX
GAC (4 UNDERLINES),HRZ,104233,"36""",5-LINES,,2018-10-19,,TX
GAC (1 UNDERLINE),HRZ,106760,"36""",2 LINE,,2019-01-16,,TX
GarCom,HRZ,107282,"28""",,,2019-01-30,,TX
GCFS,HRZ,10766,"36""",,,2019-02-13,,TX
GRANITE INLINER,HRZ,111975,"36""",2 LINE,,2019-05-28,,TX
GCPW,HRZ,113922,"28""",,TRANSFER FROM NJ,2019-07-18,,TX
GEOTECNIA,HRZ,114260,"28""",,Resent file 10/12/22,2019-07-26,,TX
GPA MAINTENANCE,HRZ,116833,"28"" SLIM",2 LINE,TRANSFER FROM NJ,2019-09-25,,TX
GMD,VER,117114,"36""",,TRANSFER FROM NJ,2019-10-03,,TX
G.A.S,HRZ,119550,"28""",,,2019-12-09,,TX
GPU,HRZ,119811,"28""",,ORDERED AS SILKSCREEN,2019-12-17,,TX
GWS,HRZ,125522,"28""",,TRANSFER,2020-06-03,,TX
GCFS,HRZ,126223,"28""",,,2020-06-12,,TX
GFM,HRZ,131426,"28""",,,2020-10-26,,TX
GADSDEN COUNTY PUBLIC WORKS,HRZ,140145,"36""",4 LINE,ORDERED AS SILKSCREEN,2021-06-14,,TX
GCC,HRZ,141487,"36""",,,2021-09-23,,TX
GARRETT X,HRZ,144124,"28""",2 LINE,,2021-10-18,,TX
GCSO,VER,144152,"28""",,,2021-10-18,,TX
GSC,HRZ,145176,"28""",,,2021-11-17,,TX
GULF COAST LIGHTING GROUP,,145122,"28""",,ORDERED AS SILKSCREEN,2021-12-08,,TX
GREENE COUNTY SHERIFF,HRZ,S13119,,,ORDERED AS SILKSCREEN,2013-04-15,,TX
"""GT"" circle logo",HRZ,S19483,"28""",,Repacement screen ordered 03/10/23 SO# 158311,2016-06-01,,TX
G&R LOGO,,134461,"28"" SLIM",,ORDERED AS SILKSCREEN,2021-01-28,,TX
GRANITE INLINER LOGO,,123265,"36""",,ORDERED AS SILKSCREEN,2020-03-25,,TX
G.O.A.L,HRZ,148469,"28""",,,2022-03-28,,TX
GRAPEVINE TRAFFIC OPERATIONS,HRZ,149058,"28"" SLIM",,,2022-04-13,,TX
GAI,HRZ,151825,"28"" SLIM",,ORDERED AS SILKSCREEN,2022-07-26,,TX
GRAHAMSON INC w/ logo,HRZ,158203,"18""w/collar",,,2023-04-05,,TX
GSSD,HRZ,158973,"28""",,ORDERED AS SILKSCREEN,2023-04-27,,TX
"""G"" logo ID IT ALL INC",HRZ,161447,"18"" w/6' collar",,ORDERED AS SILKSCREEN,2023-07-13,,TX
GTPD,HRZ,161515,"28""",,,2023-07-17,,TX
GRAPEVINE TRAFFIC OPERATIONS,HRZ,165006,"28""",,ORDERED AS SILKSCREEN,2023-11-02,,TX
G MSCS SAFETY AND SECURITY,HRZ,170571,"28"" & 36""",,ORDERED AS SILKSCREEN,2024-05-14,,TX
GRADY EMC,HRZ,171864,"28""",,,2024-06-20,,TX
GBC Traffic Control logo,HRZ,178243,"28"" SLIM",,,2025-01-27,,TX
GT SGI,HRZ,400012,"36""",,OES font,2025-06-17,,TX
H.S STREET DIV,HRZ,,,,,,,TX
H.S ST DIV,HRZ,,,,,,,TX
HCP4,HRZ,,,,,,,TX
HOUSTON PUBLIC WORKS,HRZ,"18""",,,,,,TX
HOUSTON PUBLIC WORKS logo,HRZ,"28""",,,CONVERTED TO SILKSCREEN 10/4/19 Replacement 03/10/25,,,TX
HYDROCHEM,HRZ,,,,,,,TX
HOUSTON FIRE,HRZ,,,,,,,TX
HARRIS CO-HHW,VER,,,,,,,TX
HFD,HRZ,S7847,,,,,,TX
HCPD,VER,S8486,,,,,,TX
HCC,VER,S10560,,,,2011-06-16,,TX
HSPD,HRZ,S10813,"12""",,,2011-08-23,,TX
HSPD,HRZ,S10813,"18""",,,2011-08-23,,TX
HSPD,HRZ,S10813,"28""",,,2011-08-23,,TX
HIGHWAY TECHNOLOGIES,HRZ,S11745,"36""",2-LINE,,2012-05-07,,TX
HOUSTON BARRICADE 713-742-8722,HRZ,S12142,,3-LINE,,2012-08-21,,TX
HIGH PRESSURE,VER,S12650,,2-LINE,,2013-01-03,,TX
H.S.I 402-457-6810,HRZ,S13629,,2-LINE,,2013-07-29,,TX
HISD ATHLETICS,VER,S13864,,,,2013-09-11,,TX
HORSE SHOW,HRZ,S14247,,2-LINE,,2013-11-22,,TX
HILLSBORO WATER DEPT.,HRZ,S15272,,2-LINE,,2014-06-09,,TX
HWL WATER,,S16208,,,,2014-11-17,,TX
HUTCHINS PUBLIC WORKS,HRZ,S16319,,3-LINE,,2014-12-09,,TX
HSPD,HRZ,S17401,,,,2015-06-16,,TX
HRF/ RA,HRZ,S17880,"28""",,,2015-09-09,,TX
H&T,HRZ,S19755,"36""",,,2016-07-11,,TX
HTD,HRZ,S19890,"18""",,,2016-07-27,,TX
HOME TEAM,VER,S20350,"18""",,,2016-10-12,,TX
H.S. WATER,HRZ,S20462,28',,CONVERTED TO SILKSCREEN 8/2,2016-10-24,,TX
HWYISS,HRZ,S20660,"28""",,,2016-11-16,,TX
HS STREET DIV,HRZ,S21580,"36""",,,2017-03-27,,TX
HASKELL FD,HRZ,S21705,"36""",2-LINE,,2017-04-07,,TX
HASKELL PW,HRZ,S21705,"36""",2-LINE,,2017-04-07,,TX
HFD,HRZ,S22278,"28""",,,2017-06-12,,TX
HERO,HRZ,S23675,"28""",,TRANSFER FROM NJ,2017-11-01,,TX
HANDICAP SYMBOL,HRZ,S23654,"28""",,,2017-10-31,,TX
H.S. SEWER,HRZ,S23994,"28""",,CONVERTED TO SILKSCREEN 8/2,2017-11-29,,TX
HBFR,HRZ,S26046,"28"" & 36""",,1 STENCIL FOR BOTH SIZES,2018-06-06,,TX
HWL ELECTRICAL,,S26066,"28""",2-LINE,VER= HWL; HRZ= ELECTRICAL,2018-06-10,,TX
HQ TTC,HRZ,102143,"36""",2-LINE,,2018-08-22,,TX
HP COMM,HRZ,103822,"28""",,,2018-10-05,,TX
HERO,VER,111973,"28""",,CONVERTED TO SILKSCREEN 9/18/20 130015,2019-05-28,,TX
HPS HEMMIGSEN 707-826-PAVE,HRZ,115555,"28""",3 LINE,ORDERED AS SILKSCREEN,2019-08-26,,TX
HPDPS,HRZ,116774,"28"" SLIM",,,2019-09-24,,TX
HEART,VER,118261,"36""",,,2019-10-30,,TX
HJC,HRZ,121617,"28""",,ORDERED AS SILKSCREEN,2020-02-13,,TX
HPD MOTORS,HRZ,123002,"18""",2 LINE,,2020-03-17,,TX
H&M,HRZ,125522,"28""",,TRANSFER,2020-06-03,,TX
HMS,VER,127823,"12"" & 28""",,,2020-07-23,,TX
HC-NWTS,HRZ,128464,"36""",,ORDERED AS SILKSCREEN,2020-08-07,,TX
HINTERLAND,HRZ,128850,"36""",,ORDERED AS SILKSCREEN,2020-08-18,,TX
HOPKINS COUNTY,HRZ,132493,"18""",2 LINE,,2020-11-23,,TX
HICKS,HRZ,133448,"36""",,ORDERED AS SILKSCREEN,2021-01-04,,TX
HARMON,VER,139682,ATOP,,,2021-05-28,,TX
"""H"" HOUSTON PUBLIC WORKS",,140094,"18""",,ORDERED AS SILKSCREEN,2021-06-10,,TX
HIGHLAND PARK,HRZ,S18736,,,ORDERED AS SILKSCREEN,,,TX
HANDICAP SYMBOL,,115610,"28""",,ORDERED AS SILKSCREEN,2019-08-27,,TX
HIGH VOLTAGE,,127396,"36""",,ORDERED AS SILKSCREEN,2020-07-14,,TX
HISTORIC FRANKLIN PARKS,HRZ,105866,"28""",,ORDERED AS SILKSCREEN,2018-12-11,,TX
HOUSLY GROUP,,119316,"28"" SLIM",,ORDERED AS SILKSCREEN,2019-12-02,,TX
HARLINGEN POLICE,HRZ,TS25740,,,ORDERED AS SILKSCREEN,2018-05-11,,TX
HOLLY SPRING,,112798,28',,ORDERED AS SILKSCREEN,2019-06-17,,TX
HJC,HRZ,147889,"28"" Slim",,ORDERED AS SILKSCREEN,2022-03-07,,TX
HM HEARTLAND MIDWEST,HRZ,15038,"28""",,ORDERED AS SILKSCREEN,2022-05-19,,TX
H5E,HRZ,153555,"18""",,,2022-09-30,,TX
HALIFX PAVING INC. logo,HRZ,153887,"36""",,ORDERED AS SILKSCREEN,2022-10-19,,TX
HIGGINSVILLE WATER,HRZ,155559,"18""",2 LINE,,2023-01-04,,TX
HDC,HRZ,157582,"28"" Slim",,,2023-03-14,,TX
H'VILLE POLICE,HRZ,157824,"28""",2 LINE,,2023-03-24,,TX
HCFMO,HRZ,157955,"18""",,,2023-03-29,,TX
HOPE,HRZ,159755,"36""",,,2023-05-19,,TX
HYATT,HRZ,160584,"28""",,,2023-06-15,,TX
HCI,HRZ,162612,"28""",,,2023-08-18,,TX
HOUSTON CHRISTIAN HC SHIELD logo,HRZ,163794,"28"" Blue",,White ink,2023-09-25,,TX
HECO,VER,170382,"18"" with collar",,TRANSFERRED FILE FRON NJ INVETORY,2024-05-07,,TX
HC ATHLETICS,HRZ,170967,"28""",,ORDERED AS SILKSCREEN,2024-05-23,,TX
HUNT MOSS JV,HRZ,171944,"28"" SLIM",,OES FONT,2024-06-25,,TX
HTeaO logo,HRZ,172344,"18"" with collar",,ORDERED AS SILKSCREEN,2024-07-09,,TX
"""H"" HOUSLEY GROUP logo",HRZ,174284,"28"" Wide Body",,ORDERED AS SILKSCREEN,2024-09-05,,TX
HEY AUTUMN PRODUCTIONS logo,HRZ,175879,"28""",,ORDERED AS SILKSCREEN,2024-10-22,,TX
HFC,HRZ,178667,"36""",,ORDERED AS SILKSCREEN,2025-02-06,,TX
IRONDALE WATER,HRZ,S11570,,,,2012-03-20,,TX
IUI 111,HRZ,S16986,,,,2015-04-13,,TX
ISU CAMPUS SERVICES,HRZ,S25945,"18"" & 28""",3-LINE,1 STENCIL TO FIT BOTH SIZES,2018-05-30,,TX
IRCTRFOP,HRZ,123343,"36""",,ORDERED AS SILKSCREEN,2020-03-26,,TX
ISD,HRZ,135766,"28""",,ORDERED AS SILKSCREEN,2021-03-02,,TX
IDD,HRZ,143788,"28""",,,2021-10-07,,TX
IPS-TRAFFIC,HRZ,147484,"36""",,ORDERED AS SILKSCREEN,2022-02-21,,TX
IMPERIAL CROWN,,140208,"28"" SLIM",,ORDERED AS SILKSCREEN,2021-06-21,,TX
IPS MetroIPS.com,,S15465,,,ORDERED AS SILKSCREEN,2014-07-14,,TX
IGC,,106186,"28""",,ORDERED AS SILKSCREEN,2018-12-19,,TX
IMPERIAL CROWN,HRZ,TS25516,"28""",,ORDERED AS SILKSCREEN,2018-04-25,,TX
IMPERIAL TRAFFIC SOLUTIONS,,135101,"28""",,ORDERED AS SILKSCREEN,2021-02-16,,TX
IC REED,HRZ,147813,"28"" Slim",,,2022-03-04,,TX
IES,VER,169518,A-Top,,,2024-04-11,,TX
INTEGRITY TRAFFIC logo,HRZ,179953,"36""",,ORDERED AS SILKSCREEN ship 3 day select per C/S,2025-03-20,,TX
INTEGRITY LANDSCAPE & POOLS,HRZ,400149,"28""",,ORDERED AS SILKSCREEN,2025-07-08,,TX
IRG GLOBAL EMERGENCY MANAGEMENT,HRZ,400200,"28""",,ORDERED AS SILKSCREEN,2025-07-15,,TX
JOB BRIEFING,VER,S8098,,,,,,TX
JOHN R. JURGENSEN CONST.,VER,S10641,,2-LINE,,2011-06-30,,TX
J P S,VER,S10965,"28"" & 18""",,,2011-09-23,,TX
J.D. POLICE JURY,HRZ,S14541,,2-LINE,,2014-02-13,,TX
JPW,VER,S17932,"36""",,,2015-09-16,,TX
JIO,VER,S19797,"28""",,CONVERTED TO SILKSCREEN 10/23/19 117968,2016-07-13,,TX
JCW,HRZ,S20407,"28""",,SLIM CONE,2016-10-17,,TX
JOB ENTRY LOCATION,HRZ,S21497,"28""",3-LINE,,2017-03-21,,TX
JOB BRIEFING,HRZ,S22195,"28""",2-LINE,,2017-06-06,,TX
JPA TRAFFIC SERVICES 512-757-0769,HRZ,S23565,"18"" & 28""",4-LINE,,2017-10-23,,TX
JMB,HRZ,S23957,"28""",,SLIM CONE,2017-11-22,,TX
JCPW,VER,S24454,"28""",,,2018-01-24,,TX
JFD,HRZ,S26226,"18""",,,2018-06-21,,TX
JPD,HRZ,109842,"18""",,,2019-04-05,,TX
