stencil,orientation,invoice_number,cone_size,number_of_lines,misc_info,date_of_inventory,silkscreen,warehouse
NORWALK DPW,HRZ,N17536,"28"" Slim",2-LINE,,2012-06-07,,NJ
NYSDOT 2-3,HRZ,N17728,,,,2012-06-29,,NJ
NKWA,HRZ,N17947,,2-LINE,,2012-07-17,,NJ
NHOEM,HRZ,N18339,,,,2012-08-24,,NJ
NYCTA,HRZ,N18659,,,CONVERTED TO SILKSCREEN 1/16/20 120512,2012-09-21,,NJ
NEUCO,HRZ,N18730,"28""&36""",,CONVERTED TO SILKSCREEN  8/12/19,2012-09-27,,NJ
NR CUSTOM,HRZ,N18795,,,,2012-10-04,,NJ
NYCTA,VER,N18659,,,,2012-10-09,,NJ
NBPD,HRZ,N18867,,,,2012-10-12,,NJ
NAPD,HRZ,N19007,,,,2012-10-25,,NJ
NEWARK TRAFFIC & SIGNAL,HRZ,N19134,,3-LINE,,2012-11-08,,NJ
NEWTOWN,HRZ,N19447,,,,2012-12-20,,NJ
NAGS HEAD PUBLIC WORKS,HRZ,N19730,,2-LINE,,2013-01-29,,NJ
NOT FOR USE ON ROADWAYS,HRZ,N20371,,3-LINE,,2013-04-03,,NJ
NETWORK,VER,N20672,,,,2013-04-18,,NJ
NNWW METER READER,HRZ,N21022,,3-LINE,,2013-05-13,,NJ
NEQ,VER,N21389,,,,2013-06-11,,NJ
NHPD,HRZ,N21510,,,,2013-06-20,,NJ
NEWTOWN,VER,N21441,,,,2013-06-27,,NJ
NO PARKING,,N22426,,2-LINE,,2013-09-06,,NJ
NOVEC,VER,N22828,,,,2013-10-11,,NJ
NCSD,HRZ,N22824,,,,2013-10-22,,NJ
NJSP,VER,N23075,,,,2013-11-01,,NJ
NPD,VER,N23114,,,,2013-11-06,,NJ
NIGHT OWL,HRZ,N23430,,2-LINE,,2013-12-10,,NJ
NYC DOT,HRZ,N23697,,,,2014-01-15,,NJ
NWHD,HRZ,N24013,,,,2014-02-17,,NJ
NCBF,VER,N25023,,,,2014-04-25,,NJ
NJMP,VER,N25375,,,,2014-05-15,,NJ
N I C T D,HRZ,N25606,,,,2014-06-03,,NJ
NJIT PD,HRZ,N25395,,,,2014-06-11,,NJ
NIH PD,HRZ,N25760,,,,2014-06-11,,NJ
NSA POLICE,HRZ,N25855,,2-LINE,,2014-06-19,,NJ
NF,HRZ,N25950,,,,2014-06-26,,NJ
NBPW,HRZ,N26903,"28""",,,2014-09-17,,NJ
NAHUNTA,VER,N29401,"36""",,,2015-04-21,,NJ
NEW WAVE,HRZ,N29966,,2-LINE,,2015-05-21,,NJ
NBTD,HRZ,N31890,"18""",,,2015-10-06,,NJ
NORTH STATE,HRZ,N32083,"28"" & 36""",2-LINE,,2015-10-09,,NJ
NAPD,HRZ,N32946,"28""",,,2015-12-16,,NJ
NO PARKING,HRZ,N33427,"28""",2-LINE,,2016-02-05,,NJ
NSAW POLICE DEPT,HRZ,N33497,"28""",2-LINE,BLUE CONE,2016-02-09,,NJ
NE EARTHWORKS,HRZ,N34221,"28""",2-LINE,,2016-03-28,,NJ
NTS-QTE,HRZ,N34589,"28""",,,2016-04-22,,NJ
NPBCID,VER,N36242,"36""",,,2016-08-04,,NJ
NET TREE,HRZ,N36466,"28""",,,2016-08-19,,NJ
NHN PW,HRZ,N36783,"28""",,,2016-09-12,,NJ
NO BOX,VER,N37002,"36""",,,2016-09-26,,NJ
NE TREE,HRZ,N37406,"28""",,,2016-10-21,,NJ
NO PARKING,HRZ,N37781,"18""",2-LINE,,2016-11-16,,NJ
NCPD,VER,N38093,"18"" & 28""",,DIFFERENT STENCIL FOR EACH SIZE,2016-12-15,,NJ
NOX,HRZ,N38128,"28""",,,2016-12-20,,NJ
NSAW POLICE DEPT,HRZ,N38330,"28""",3-LINE,,2017-01-12,,NJ
NO PARKING MIDWAY BEACH,,N38953,"28""",,"""NO PARKING"" IS VER & ""MIDWAY BEACH"" IS HRZ.",2017-03-01,,NJ
NYSPP,VER,N38961,"28""",,,2017-03-02,,NJ
NXT LVL,HRZ,N39608,"28""",2-LINE,,2017-04-10,,NJ
NLPW,HRZ,N40158,"36""",,CONVERTED TO SILKSCREEN 6/23/20,2017-05-22,,NJ
NPWD,VER,N40692,"28""",,,2017-06-16,,NJ
NEWTON TOWNSHIP,HRZ,N40927,"28""",2-LINE,,2017-06-27,,NJ
NEWTON FIRE,HRZ,N41768,"28""",2-LINE,,2017-08-15,,NJ
NPS,HRZ,N41769,"36""",,,2017-08-15,,NJ
NBPT,HRZ,N42258,"28""",,SLIM CONE,2017-09-08,,NJ
NYP,HRZ,N44327,"28""",,,2018-01-12,,NJ
NCA,HRZ,N44785,"36""",,,2018-02-27,,NJ
NFC,HRZ,N45138,"28""",,,2018-03-07,,NJ
NAPS SECURITY,HRZ,N45296,"28""",2-LINE,,2018-03-16,,NJ
NO PARKING APD,HRZ,N45491,"28""",3-LINE,,2018-03-27,,NJ
NM TAS T5,HRZ,N45621,"36""",,,2018-04-11,,NJ
NM TAS T3,HRZ,N45621,"36""",,,2018-04-11,,NJ
NAPS SECURITY,VER,N46039,"28""",,,2018-04-24,,NJ
NO DIG ZONE,HRZ,N46328,"28""",3-LINE,,2018-05-09,,NJ
NYS DOT 1-7,HRZ,N46463,"28""",3-LINE,,2018-05-16,,NJ
NPPW,HRZ,N46898,"36""",,,2018-06-12,,NJ
NDPW,VER,46878,"28""",,,2018-06-14,,NJ
NMPW,HRZ,N47106,"28""",,,2018-06-22,,NJ
NYC DOT SIM,HRZ,N46980,"36""",3-LINE,CONVERTED TO SILKSCREEN 4/23/20 124235,2018-06-27,,NJ
NBWU,VER,100745,"28""",,,2018-07-17,,NJ
NNEC,HRZ,101193,"36""",,,2018-07-30,,NJ
NCW/BTU,VER,101521,DELINEATOR,,,2018-08-14,,NJ
NCW,VER,101521,DELINEATOR,,,2018-08-14,,NJ
NMBDPS,VER,102537,"18"" & 36""",,2 STENCILS- ONE FOR EACH SIZE,2018-09-10,,NJ
NG GILBERT,VER,102851,"18""",,,2018-09-12,,NJ
NCHD,HRZ,103522,"28""",,,2018-09-28,,NJ
NORTH COAST EVENT SERVICES,HRZ,103811,"28""",4-LINE,CONVERTED TO SILKSCREEN 7/30/19 114408,2018-10-08,,NJ
NPA,HRZ,106345,"28""",,,2019-01-23,,NJ
NMB-652,HRZ,106857,"28""",,,2019-01-17,,NJ
NG GILBERT,HRZ,107420,"28""",,CONVERTED TO SILKSCREEN,2019-02-04,,NJ
NHPW,HRZ,112404,"28""",,CONVERTED TO SILKSCREEN,2019-06-07,,NJ
NO GO ZONE,VER,113352,ATP G 3M,,TRANSFER FROM TX,2019-07-02,,NJ
NYS CANAL CORP,HRZ,114621,"28""",2 LINE,,2019-08-05,,NJ
NBFD,HRZ,118042,"28""",,,2019-10-24,,NJ
NEP,HRZ,122191,"36""",,ORDERED AS SILKSCREEN,2020-02-27,,NJ
N J T A,VER,122547,"36""",,CANNOT BE CONVERTED TO SILKSCREEN,2020-03-06,,NJ
NSD,HRZ,123840,"28""",,,2020-04-10,,NJ
NYSDOT RES 324,HRZ,124453,"36""",,ORDERED AS SILKSCREEN,2020-04-29,,NJ
NJDOT,VER,123873,"28""",,ORDERED AS SILKSCREEN,2020-04-13,,NJ
ninestar,HRZ,125933,"28""",,,2020-06-08,,NJ
NOD,VER,126276,"28""",,,2020-06-15,,NJ
NPW,HRZ,128091,"28""",,,2020-07-29,,NJ
NYSDOT 2-5,HRZ,129404,"28""",,ORDERED AS SILKSCREEN,2020-09-02,,NJ
NCA,HRZ,130114,"36""",,,2020-09-22,,NJ
NHPD,HRZ,130925,"28""",,ORDERED AS SILKSCREEN,2020-10-13,,NJ
NCOEM,HRZ,131788,"28""",,,2021-11-05,,NJ
NYC DOT,HRZ,131959,"28""",2 LINE,ORDERED AS SILKSCREEN,2020-11-11,,NJ
N.E.O.,HRZ,135091,"28""",,ORDERED AS SILKSCREEN,2021-02-15,,NJ
NSFD,HRZ,136179,"36""",,,2021-03-12,,NJ
NDCP,HRZ,140982,"28""",,ORDERED AS SILKSCREEN,2021-07-07,,NJ
NEWTOWN,HRZ,142658,"28""",,,2021-08-26,,NJ
NOX PUBLIC SAFETY,HRZ,142890,"28"" SLIM",3 LINE,TRANSFER FROM TX,2021-09-03,,NJ
NAPD,HRZ,142904,"28""",,,2021-09-03,,NJ
NDCP,HRZ,143442,"28""",,,2021-09-22,,NJ
NSD,HRZ,144627,"28""",,,2021-10-29,,NJ
NDOT,HRZ,147026,"36""",,ORDERED AS SILKSCREEN,2022-02-03,,NJ
NWPD,HRZ,148929,"36""",,,2022-04-13,,NJ
"no parking (for 28"" no collars)",VER,149106,"28""",,,2022-04-14,,NJ
NB WATER,,150372,"28""",,,2022-06-02,,NJ
no parking,VER,153978,A-TOP,,,2022-10-20,,NJ
NYSBA,HRZ,154048,"28"" & 36""",,ORDERED AS SILKSCREEN,2022-10-21,,NJ
no parking,VER,153987,"28"" 5lbs No Cllrs",,,2022-10-24,,NJ
N V F,VER,154960,"36""",,ORDERED AS SILKSCREEN,2022-11-30,,NJ
NYS-DOT 9-7,HRZ,157672,"36""",2 LINE,,2023-03-17,,NJ
NCMA,VER,158537,"36""",,,2023-03-14,,NJ
NEWTOWN TOWNSHIP,HRZ,159775,"28""",2 LINE,ORDERED AS SILKSCREEN,2023-05-22,,NJ
No PARking today police tow away,HRZ,160639,"28""",4 LINE,Per C/S All black image,2023-06-16,,NJ
NORTH COUNTY,HRZ,161249,"28""",2 LINE,ORDERED AS SILKSCREEN,2023-06-07,,NJ
NHWVFC 45,,162646,"28""",,,2023-08-21,,NJ
NO PRAKING FIRE LANE,VER,162844,A-TOP,,,2023-08-24,,NJ
NTS,VER,163032,"36""",,,2023-08-30,,NJ
NMB PD,HRZ,162997,"36""",2 LINE,Silk screen to go with N Myrtle Beach Police Dept. Logo,2023-09-01,,NJ
NORTHWEST,HRZ,163164,"28""",,ORDERED AS SILKSCREEN,2023-09-05,,NJ
NYSDOT 2-5,HRZ,164668,"28""",2 LINE,,2023-10-23,,NJ
NTI,HRZ,165106,"36""",,,2023-11-09,,NJ
NORFOLK FIRE-RESCUE,HRZ,165768,"36"" AND 28"" 5LB",2 LINE,,2023-12-05,,NJ
NEP,HRZ,167985,"28"" SLIM",,CONVERTED TO SILKSCREEN stencil font SO 178936 2/14/25,2024-02-27,,NJ
NDOT,VER,170822,"36""",,ORDERED AS SILKSCREEN,2024-05-22,,NJ
NO PARKING,HRZ,170112,"28""",2 LINE,OES font,2025-05-30,,NJ
NC STATE TRANSP,HRZ,171249,"28""",2 LINE,ORDERED AS SILKSCREEN,2024-06-04,,NJ
NFKPW,HRZ,171606,"28""",,ORDERED AS SILKSCREEN,2024-06-13,,NJ
NBWU,HRZ,172135,"28"" & 18""",,,2024-06-28,,NJ
NFKFD,HRZ,172311,"28""",,,2024-07-08,,NJ
NMPW,VER,172348,"36""",,,2024-07-12,,NJ
NEPTUNE TWP,HRZ,172914,"28""",2 LINE,ORDERED AS SILKSCREEN,2024-07-29,,NJ
NYC DEP,HRZ,172987,"18"" WITH COLLAR",2 LINE,OES font,2024-07-30,,NJ
NORTH COAST EVENTS,HRZ,173225,"18""",3 LINE,OES font,2024-08-06,,NJ
NORTH COAST EVENTS,HRZ,173512,"28""",3 LINE,OES font,2024-08-06,,NJ
NH ATLAS,HRZ,173781,"36""",2 LINE,ORDERED AS SILKSCREEN OES font,2024-08-21,,NJ
NB BOE,HRZ,173360,"28""",,,2024-10-07,,NJ
NTI,VER,176808,D-TOP,,,2024-10-20,,NJ
NEC,HRZ,178936,"28"" SLIM",,OREDERED AS A SILK  SCREEN stencil font,2025-02-14,,NJ
NO PARKING,VER,179569,"28"" NO COLLAR",,OES font,2025-03-06,,NJ
NO PARKING,VER,182743,A-TOP,,REDESIGNED WITH OES FONT,2025-05-29,,NJ
NO SMOKING (with symbol),HRZ,182736,"28""",3 LINE,Sent updated file,2025-05-30,,NJ
NFTD,HRZ,600419,"28""",,OES font,2025-07-21,,NJ
N J I,HRZ,600438,"28""",,ORDERED AS SILKSCREEN,2025-07-21,,NJ
NEXT RUN,HRZ,600575,"36""",2 LINE,ORDERED AS SILKSCREEN,2025-08-05,,NJ
OCCC,HRZ,,,,,,,NJ
OCDOT,HRZ,,,,,,,NJ
OCDPW,HRZ,,,,,,,NJ
OCRD,HRZ,,,,,,,NJ
OCRD,HRZ,,,,,,,NJ
OCSWM,HRZ,,,,,,,NJ
OFC,HRZ,,,,,,,NJ
OTTAWA 09,HRZ,,,,,,,NJ
OWL,VER,,,,,,,NJ
ONE DPW,HRZ,,,,,,,NJ
OGDEN,HRZ,,,,,,,NJ
OCUA,VER,,,,,,,NJ
OSTERLAND,VER,,,,,,,NJ
OPER,VER,,,,,,,NJ
OTTAWA 07,HRZ,,,,,,,NJ
OTTAWA 2010,HRZ,N8720,,2-LINE,,,,NJ
OS FIRE,VER,N10731,,,,2010-06-23,,NJ
OCCC,HRZ,N11786,,,SLIM CONE,2010-10-07,,NJ
O F D,HRZ,N12252,,,,2010-11-22,,NJ
O W O S,VER,N13093,,,,2011-03-16,,NJ
OCPW,HRZ,N13161,,,"4"" LETTERS",2011-03-23,,NJ
ON TARGET,HRZ,N13454,,,,2011-04-13,,NJ
OBPD,HRZ,N13806,,,,2011-05-16,,NJ
OWOS,HRZ,N14600,"18""",,,2011-08-01,,NJ
OCSO MOTORS,VER,N14339,,,,2011-08-10,,NJ
OVIEDO,HRZ,N14812,"36""",,FLORIDA INVENTORY,2011-08-25,,NJ
OCSO MOTORS,VER,N14639-1,"18""",,,2011-08-30,,NJ
OTTAWA 2012,HRZ,N16396,,2-LINE,,,,NJ
OVERHEAD HAZARD,VER,N16494,"18""",2-LINE,,2012-03-06,,NJ
OXFORD D.P.W.,HRZ,N17418,,,,2012-06-18,,NJ
O B P D,HRZ,N18304,,,,2012-08-21,,NJ
OPT OEM,VER,N18463,,,,2012-09-05,,NJ
OCRD,VER,N18931,,,,2012-10-18,,NJ
OFEMS,HRZ,N20437,,,,2013-04-03,,NJ
OPS,HRZ,N20755,,,,2013-04-24,,NJ
OCCC SEC 13,HRZ,N20818,,,,2013-04-29,,NJ
OC PARKING,HRZ,N22082,,2-LINE,,2013-08-09,,NJ
O.C. AIRPORT,HRZ,N22912,,,,2013-10-17,,NJ
OCPA,HRZ,N24772,,,CONVERTED TO SILKSCREEN 2/12/20 121466,2014-04-09,,NJ
SUNSHINE LAND DESIGN,HRZ,N24773,,2-LINE,,2014-04-09,,NJ
OAKLAND DPW,HRZ,N26408,,2-LINE,,2014-08-18,,NJ
OCSO MOTORS,HRZ,N26562,,2-LINE,,2014-08-19,,NJ
O,HRZ,N27065,,,,2014-10-06,,NJ
ON,HRZ,N31598,"36""",,,2015-09-08,,NJ
OVER HEAD POWERLINES w/Up Arrow,HRZ,N32636,,,,2015-11-18,,NJ
OPPD,HRZ,N33195,,,,2016-01-15,,NJ
OPEN HOLE,VER,N33912,"36""",,,2016-03-08,,NJ
OCUA,VER,N33942,"28""",,,2016-03-10,,NJ
OPEN HOLE,VER,N35108,,,TRANSFER FROM LA,2016-05-23,,NJ
OPS,VER,N35697,"28""",,,2016-06-23,,NJ
ODEBRECHT,HRZ,N35967,"36""",,,2016-07-21,,NJ
OUR SAVIOR LUTHERAN CHURCH W ARRENTON VA,,N37057,"36""",,"""OUR SAVIOR"" 1-LINE VER. ""LUTHERAN CHURCH…"" 2-LINE HRZ",2016-10-07,,NJ
OEM,HRZ,N37262,"36""",,,2016-10-11,,NJ
OPPD,HRZ,N40521,"18""",,,2017-06-07,,NJ
OPPD,VER,N41943,"28""",,TRANSFER FROM TX,2017-08-24,,NJ
OXPWD,HRZ,N46968,"28""",,,2018-06-15,,NJ
OCCC DOCKS,HRZ,100638,"36""",2-LINE,,2018-07-13,,NJ
OHIO BASEMENT AUTHORITY,HRZ,101485,"28""",3-LINE,,2018-08-06,,NJ
O E I,VER,104617,"28""",,,2018-10-29,,NJ
OCEAN POLICE,HRZ,105522,"28""",2018-11-29 00:00:00,,,,NJ
ORANGEBURG COUNTY FIRE 803-533-6218,HRZ,107985,"28""",,,2019-02-19,,NJ
OXPW,HRZ,111434,"28""",,,2019-05-13,,NJ
ORANGE LAKE FIRE DISTRICT,HRZ,114445,"28""",2 LINE,,2019-07-31,,NJ
O.S. FIRE DEPT,HRZ,114689,"28""",3 LINE,,2019-08-06,,NJ
OUTFRONT MEDIA,HRZ,,"28""",2 LINE,,2019-10-25,,NJ
OCFRD,HRZ,118980,"36""",,ORDERED AS SILKSCREEN,2019-11-19,,NJ
OCONEE COUNTY SC,HRZ,121048,"36""",3 LINE,,2020-01-30,,NJ
OPD,HRZ,126897,"18""",,,2020-06-30,,NJ
OCPD MOTOR UNIT,HRZ,130073,"18""",3 LINE,,2020-09-21,,NJ
OBPD/OEM,HRZ,132012,"28""",,,2020-11-11,,NJ
OEM,VER,132919,"28""",,,2020-12-08,,NJ
OPD,HRZ,133067,"18"" &28""",,"1 STENCIL FOR BOTH 18"" & 28""",2020-12-11,,NJ
ORM,HRZ,136582,"18""",,,2021-03-22,,NJ
OPD,HRZ,143236,"28""",,,2021-09-16,,NJ
OBDPW,HRZ,145164,"28""",,,2021-11-18,,NJ
ORANGEBURG COUNTY FIRE,HRZ,147589,"28""",2 LINE,ORDERED AS SILKSCREEN,2023-03-27,,NJ
OCDPW,HRZ,157901,"28""",,,2023-03-27,,NJ
OKS,VER,158986,A-TOP,,,2023-04-27,,NJ
OSHEA,VER,159812,A-TOP,,,2023-05-22,,NJ
OUT CDL,VER,167704,"28"" SLIM",,,2024-02-19,,NJ
OPD,HRZ,172779,"12""",,,2024-07-25,,NJ
OFD,HRZ,174922,"18""",,,2024-09-25,,NJ
ODE A LA ROSE,HRZ,175314,"28""",,OES font,2024-10-04,,NJ
ONYX,HRZ,175901,"36""",,ORDERED AS SILKSCREEN,2024-10-23,,NJ
OCEMS,HRZ,600541,"28""",,ORDERED AS SILKSCREEN OES font,2025-07-29,,NJ
PA DPW,HRZ,,,,,,,NJ
PARK,VER,,,,,,,NJ
PARKS,HRZ,,,,,,,NJ
PARKS,HRZ,,,,,,,NJ
PARKS,HRZ,,,,,,,NJ
PEABODY DPS,HRZ,,,,TWO DIFFERENT FONTS,,,NJ
PER HWY,HRZ,,,,,,,NJ
PG COUNTY,HRZ,,,,,,,NJ
PGW,HRZ,,"28""",,CONVERTED TO SILKSCREEN 10/8/19 117343,,,NJ
PHILA ZOO,HRZ,,,,,,,NJ
PIKE,VER,,,,,,,NJ
PILCHUCK,HRZ,,,,,,,NJ
PLV-RWY,HRZ,,,,,,,NJ
PORTSMOUTH TRAFFIC UNIT,HRZ,,,,,,,NJ
PWD,HRZ,,,,,,,NJ
PG COUNTY,HRZ,,,,,,,NJ
PENNDOT 0220 CLFD,HRZ,,,,,,,NJ
PW POLICE,HRZ,,,,,,,NJ
PGW,HRZ,,,,,,,NJ
PHILA ZOO,HRZ,,,,,,,NJ
PIKE,VER,,,,,,,NJ
PSNC,VER,,,,,,,NJ
P (PALMER PAVING LOGO),VER,,,,,,,NJ
PORTSMOUTH TRAFFIC ENGENEERING,VER,,,,,,,NJ
PIKE,VER,,,,,,,NJ
PGENERGY,VER,,,,,,,NJ
PARD,VER,,,,,,,NJ
PGW,VER,,,,,,,NJ
PSNC,VER,,,,,,,NJ
PIKE  CTC,VER,,,,,,,NJ
PLPD,VER,,,,,,,NJ
PPDTD,VER,,,,,,,NJ
PATDPW,VER,,,,,,,NJ
PJK,VER,,,,,,,NJ
PARKS,VER,,,,,,,NJ
PROPERTY  OF ERM,VER,,,,,,,NJ
POLICE,VER,,,,,,,NJ
PJA,VER,,,,,,,NJ
PAPD,HRZ,,,,,,,NJ
PENNDOT,VER,N7215,,,,,,NJ
PVWC,HRZ,,,,,,,NJ
PORTSMOUTH  PARKING AUTHORITY (753)393-8800,HRZ,,,,,,,NJ
PROPERTY OF CITY OF NILES,HRZ,,,,,,,NJ
PASCO COUNTY SOE,HRZ,,,,,,,NJ
PROPERTY OF CITY OF SPARTANBURG,HRZ,,,,,,,NJ
PARAMUS POLICE,HRZ,,,,,,,NJ
PMC,VER,,,,,,,NJ
PGP,VER,N20359,,,,2012-04-01,,NJ
PLV-RWY,VER,,,,,,,NJ
PJK,VER,,,,,,,NJ
PROLINE CATV,HRZ,,,,,,,NJ
PER HWY,HRZ,,,,,,,NJ
PEABODY  DPS,VER,,,,,,,NJ
PD,HRZ,,,,,,,NJ
PPW,HRZ,,,,,,,NJ
PPD,HRZ,,,,,,,NJ
PFD,HRZ,,,,,,,NJ
PIP OPS,HRZ,N7048,,,,,,NJ
PIP,VER,N7048,,,,,,NJ
PLUM PWD,HRZ,N7490,,,,,,NJ
P C E,HRZ,N7634,,,,,,NJ
PER HWY,HRZ,N7983,,,"2"" LETTERS-SLIM CONE",,,NJ
PAL HWY,HRZ,N8008,,,"2"" LETTERS-SLIM CONE",,,NJ
POLICE NO PARKING,HRZ,N8047,"18""",3-LINE,,,,NJ
PER PARK,HRZ,N8082,,,"2"" LETTERS-SLIM CONE",,,NJ
PD,HRZ,N8486,,,"2"" LETTERS",,,NJ
PCHD,HRZ,N8547,,,,,,NJ
PLYMOUTH TWP,HRZ,N8779,,2-LINE,SLIM CONE,,,NJ
PHD,HRZ,N8838,,,,,,NJ
"PROP OF CHAS, C.P.W. WATERR",HRZ,N9415 & N9484,"28"" & 36""",3-LINE,,,,NJ
PAT DPW,HRZ,N9633,"18"" & 28""",2-LINE,,,,NJ
P.I.P. OPS,HRZ,N10102,,2-LINE,SLIM CONE,2010-04-26,,NJ
PER SPECIAL EVENT,HRZ,N10948,,3-LINE,,2010-07-16,,NJ
POM,HRZ,N11259,,,SLIM CONE,2010-08-18,,NJ
PMO,HRZ,N11259-1,,,SLIM CONE,2010-08-26,,NJ
PENNDOT 0220 CLFD,HRZ,N11659,,3-LINE,,2010-09-27,,NJ
P.L.D.P.W.,HRZ,N11900,,,,2010-10-18,,NJ
PW&U,HRZ,N11932,,,SLIM CONE,2010-10-20,,NJ
PCPW,VER,N12004,,,,2010-10-29,,NJ
PCRD,HRZ,N12264,,,,2010-11-23,,NJ
P T P D,HRZ,N12292,,,,2010-12-03,,NJ
PVCH,HRZ,N12400,,,,2010-12-14,,NJ
PGPU TEU,HRZ,N12987,"18""",2-LINE,,2011-03-04,,NJ
PMC,HRZ,N13213,,,"2"" LETTERS",2011-03-24,,NJ
PITTSFORD SEWER,HRZ,N13268,,2-LINE,,2011-03-29,,NJ
PENNDOT 0220 CLFD,HRZ,N13745,,3-LINE,,2011-05-09,,NJ
PER SPECIAL EVENT,HRZ,N13809,,3-LINE,SLIM CONE,2011-05-11,,NJ
PER HWY,HRZ,N13809,,2-LINE,SLIM CONE,2011-05-11,,NJ
PWD,HRZ,N13860,,,"2"" LETTERS",2011-05-19,,NJ
PINELAND TELEPHONE,HRZ,N13891,,2-LINE,,2011-05-23,,NJ
PUBLIC WORKS,HRZ,N14334,"28""",2-LINE,,2011-06-30,,NJ
PFPW,HRZ,N14778,,,,2011-08-22,,NJ
P.I.P.C.,HRZ,N15240,,,SLIM CONE,2011-10-03,,NJ
PENNDOT 2-7,HRZ,N15434,,2-LINE,WIDE BODY,2011-10-20,,NJ
PCRD,HRZ,N15553,"28""",,,2011-11-07,,NJ
PITTSFORD HIGHWAY,HRZ,N15627,"28""",2-LINE,,2011-11-10,,NJ
PWPD,HRZ,N15681,"18""",,,2011-11-16,,NJ
PIQUA UNDRGRND UTILITIES DEPT.,HRZ,N15858,"36""",4-LINE,,2011-12-14,,NJ
PWC-PSA,HRZ,N16203,"36""",,,2012-02-03,,NJ
PRECIUSION DOORS & HARDWARE,HRZ,N16588,"28""",4-LINE,,2012-03-13,,NJ
PHILA. WATER DEPT.,HRZ,N16697,,3-LINE,CONVERTED TO SILKSCREEN 5/7/20 124726,2012-03-22,,NJ
PHILA. STREETS DEPT.,HRZ,N16697,,3-LINE,,2012-03-22,,NJ
PMO,HRZ,N17375,,,"4"" LETTERS",2012-05-22,,NJ
PTI,HRZ,N17383,,,,2012-05-23,,NJ
PORTSMOUTH PARKING AUTHORITY,HRZ,N17579,,3-LINE,,2012-06-13,,NJ
PMLD,HRZ,N17637,,,,2012-06-25,,NJ
PWD-TS,HRZ,N18034,,,,2012-07-31,,NJ
PSC,HRZ,N18203,,,,2012-08-10,,NJ
PHILA. STREETS DEPT.,HRZ,N18230,,3-LINE,,2012-08-16,,NJ
PHILA. WATER DEPT.,HRZ,N18220,,3-LINE,,2012-08-16,,NJ
P W D,VER,N18564,,,,2012-09-13,,NJ
P L P D,HRZ,N19383,,,,2012-12-12,,NJ
P P D,HRZ,N19389,,,,2012-12-13,,NJ
POLICE,HRZ,N19454,,,,2012-12-20,,NJ
PARK & REC,HRZ,N19520,,,,2013-01-08,,NJ
PCPW,HRZ,N19791,,,,2013-02-11,,NJ
PIPE,HRZ,N19791,,,,2013-02-11,,NJ
"powerpak ""G""",HRZ,N19951,,,,2013-02-19,,NJ
PWCS,VER,N19963,,,"2.5"" LETTERS",2013-02-21,,NJ
PBSO NO PARKING,,N19899,,2-LINE,,2013-02-21,,NJ
PMC,VER,N20207,,,,2013-03-19,,NJ
PROPERTY OF NORTH SHORE GAS,HRZ,N20244,,2-LINE,,2013-03-21,,NJ
PVP,HRZ,N20193,,,,2013-03-25,,NJ
PITTSFIELD DPS,HRZ,N20432,,2-LINE,,2013-04-03,,NJ
POLICE,VER,N21124,,,,2013-05-22,,NJ
PEQ DPW,VER,N21468,,,,2013-06-19,,NJ
PUD,HRZ,N22630,,,,2013-09-25,,NJ
PTFD,HRZ,N23416,,,,2013-12-06,,NJ
PRECISE B,VER,N23809,,,,2014-01-24,,NJ
PSCC,VER,N23833,,,,2014-01-28,,NJ
PAWC,VER,N23990,,,,2014-02-17,,NJ
PATRICK COUNTY EMERGENCY MGMT (276) 694-4940,,N24417,,,,2014-03-19,,NJ
PPD,VER,N24897,,,,2014-04-17,,NJ
PORTSMOUTH PUBLIC WORKS,VER,N2521,,,,2014-05-07,,NJ
PMLD,HRZ,N25581,,,,2014-06-02,,NJ
PARKER DISTRICT W W C S,HRZ,N25658,,3-LINE,,2014-06-05,,NJ
PCT,HRZ,N25714,,,,0/0/14,,NJ
PMO,VER,N26748,"28""",,,2014-09-04,,NJ
PROPERTY OF NEWPORT NEWS FIRE DEPARTMENT,,N27215,,4-LINE,,2014-10-09,,NJ
PARKS,VER,N27378,,,,2014-10-27,,NJ
PITMAN DPW,HRZ,N27530,,2-LINE,,2014-11-06,,NJ
PWC,HRZ,N27893,,,,2014-12-08,,NJ
PITTSBORO POLICE,HRZ,N28573,"28""",2-LINE,,2015-02-24,,NJ
PCSO,HRZ,N28999,"36""",,,2015-03-24,,NJ
PAT DPW,HRZ,N29156,"28""",2-LINE,,2015-04-02,,NJ
PPL,HRZ,N29283,,,,2015-04-09,,NJ
PAYNE AND DOLAN 608-845-8900,HRZ,N29657,"28""",2-LINE,,2015-05-04,,NJ
PPS,VER,N29820,,,,2015-05-12,,NJ
PINELLAS COUNTY  PUBLIC WORKS 727-4648900,HRZ,N29839,,3-LINE,,2015-05-13,,NJ
PWD NEVIS,HRZ,N29936,"36""",2-LINE,,2015-05-19,,NJ
PUBLIC WORKS MAINTENANCE,HRZ,N230175,"36""",3-LINE,,2015-06-08,,NJ
PD BROOKS TC,HRZ,N30086,,2-LINE,CONVERTED TO SILKSCREEN 9/25/19 116768,2015-06-01,,NJ
PARTS RAW,VER,N30126,,,D-TOP DELINEATOR,2015-06-03,,NJ
PWC-PSTC,HRZ,N30361,"36""",,,2015-06-17,,NJ
POST,HRZ,N31078,,,,2015-08-06,,NJ
